Event_ID,Code,Event_Type,Category,Status,Location,Suburb,City,Published
P021747210,6820,Firearms Offences,Public safety,Closed,TE ARAWA PL,WELCOME BAY,TAURANGA,Sun 1:56 AM
P021747568,1510,Serious Assaults,Violence,Closed,LEONARD RD,MOUNT WELLINGTON,AUCKLAND,Sun 1:50 AM
P021747461,1640,Minor Assaults,Violence,Closed,MILTON RD,PAPATOETOE,AUCKLAND,Sun 1:50 AM
P021747581,1C,Car/Person Acting Suspiciously,Public safety,Closed,KOWHAI ST,WAINUIOMATA,LOWER HUTT,Sun 1:50 AM
P021747604,1K,Drunk Custody/Detox Centre,Liquor,Closed,HEREFORD ST,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 1:50 AM
P021746405,2R,Recovery Motor Vehicle,Vehicle Crime/incident,Closed,KAKARAMEA RD,WHATAWHATA,WAIKATO,Sun 1:50 AM
P021747629,3530,Disorder,Disorder,Closed,-,AUCKLAND CENTRAL,AUCKLAND,Sun 1:50 AM
P021746810,3530,Disorder,Disorder,Closed,CORLETT ST,UTUHINA,ROTORUA,Sun 1:50 AM
P021747621,3530,Disorder,Disorder,Closed,MACLEAN ST,WALLACEVILLE,UPPER HUTT,Sun 1:50 AM
P021747605,3530,Disorder,Disorder,Closed,PUTIKI RD,OSTEND,AUCKLAND,Sun 1:50 AM
P021747603,3530,Disorder,Disorder,Closed,LINCOLN RD,ADDINGTON,CHRISTCHURCH,Sun 1:50 AM
P021747221,3530,Disorder,Disorder,Closed,RUAPEHU ST,TAUPO,TAUPO,Sun 1:50 AM
P021747610,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:50 AM
P021747230,4320,Theft Ex Shop,Dishonesty,Closed,CUBA ST,TE ARO,WELLINGTON,Sun 1:50 AM
P021746447,1U,Traffic Offending,Road Policing,Closed,HUNUA RD,PAPAKURA,AUCKLAND,Sun 1:50 AM
P021747634,1U,Traffic Offending,Road Policing,Closed,RICCARTON RD,RICCARTON,CHRISTCHURCH,Sun 1:50 AM
P021747539,1C,Car/Person Acting Suspiciously,Public safety,Cancelled,SOUTHERN MWY,ELLERSLIE,AUCKLAND,Sun 1:40 AM
P021747248,1C,Car/Person Acting Suspiciously,Public safety,Closed,NEILL ST,HORNBY,CHRISTCHURCH,Sun 1:40 AM
P021747558,1C,Car/Person Acting Suspiciously,Public safety,Closed,BANK ST,TE AWAMUTU,WAIPA,Sun 1:40 AM
P021747535,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTHERN MWY,ELLERSLIE,AUCKLAND,Sun 1:40 AM
P021747537,3530,Disorder,Disorder,Cancelled,FAIRY SPRINGS RD,FAIRY SPRINGS,ROTORUA,Sun 1:40 AM
P021747559,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:40 AM
P021746949,3H,Hotel Visit,Liquor,Closed,DUKE ST,CAMBRIDGE,WAIPA,Sun 1:40 AM
P021747013,1D,Domestic Dispute,Family violence,Closed,BEECHE PL,BIRKDALE,AUCKLAND,Sun 1:39 AM
P021747012,1J,Juvenile Complaint,Public safety,Closed,-,GLEN INNES,AUCKLAND,Sun 1:34 AM
P021746992,1D,Domestic Dispute,Family violence,Closed,PITT AV,CLENDON PARK,AUCKLAND,Sun 1:33 AM
P021747468,1510,Serious Assaults,Violence,Closed,ANDREW ST,ALLENTON,ASHBURTON,Sun 1:30 AM
P021747473,1C,Car/Person Acting Suspiciously,Public safety,Closed,RANDOLPH ST,EDEN TERRACE,AUCKLAND,Sun 1:30 AM
P021747467,1C,Car/Person Acting Suspiciously,Public safety,Closed,GREAT NORTH RD,NEW LYNN,AUCKLAND,Sun 1:30 AM
P021746567,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,-,,,Sun 1:30 AM
P021747456,1J,Juvenile Complaint,Public safety,Closed,BROADWAY,KAIKOHE,FAR NORTH,Sun 1:30 AM
P021747465,1K,Drunk Custody/Detox Centre,Liquor,Closed,-,TAUPO,TAUPO,Sun 1:30 AM
P021746939,1N,Noise Control,Disorder,Closed,PARAKAI ST,PARAPARAUMU,KAPITI,Sun 1:30 AM
P021747438,1V,Vehicle Collision,Road Policing,Closed,-,PUKEKAWA,WAIKATO,Sun 1:30 AM
P021747450,3530,Disorder,Disorder,Closed,ARARINO ST,TRENTHAM,UPPER HUTT,Sun 1:30 AM
P021747448,3530,Disorder,Disorder,Closed,BLACKBURN ST,FRANKTON,HAMILTON,Sun 1:30 AM
P021747224,3530,Disorder,Disorder,Cancelled,STUDHOLME ST,MORRINSVILLE,MATAMATA-PIAKO,Sun 1:30 AM
P021747479,3530,Disorder,Disorder,Closed,MUNGAVIN AV,RANUI,PORIRUA,Sun 1:30 AM
P021747471,3530,Disorder,Disorder,Closed,COBHAM RD,KERIKERI,FAR NORTH,Sun 1:30 AM
P021747470,3530,Disorder,Disorder,Cancelled,BLACKBURN ST,FRANKTON,HAMILTON,Sun 1:30 AM
P021747460,3530,Disorder,Disorder,Closed,HARINGTON ST,TAURANGA,TAURANGA,Sun 1:30 AM
P021747469,3H,Hotel Visit,Liquor,Closed,ROLLESTON DR,ROLLESTON,SELWYN,Sun 1:30 AM
P021747417,6110,Trespass,Public safety,Closed,GRAEME AV,MANGERE EAST,AUCKLAND,Sun 1:30 AM
P021744595,6I,Unauthorised Street And Drag Racing,Disorder,Closed,BURROW RD,PUKEKOHE,WAIKATO,Sun 1:30 AM
P021744785,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 1:30 AM
P021747474,AMB2POL,Ambulance Assistance,Tasks,Cancelled,-,,,Sun 1:30 AM
P021747462,FIR2POL,Fire Assistance,Tasks,Cancelled,MORRISON RD,PUKEKAWA,WAIKATO,Sun 1:30 AM
P021746895,1D,Domestic Dispute,Family violence,Closed,NORMANBY ST,KAWERAU,KAWERAU,Sun 1:25 AM
P021746710,1D,Domestic Dispute,Family violence,Closed,MACDONALD RD,GLENVIEW,HAMILTON,Sun 1:23 AM
P021744283,1510,Serious Assaults,Violence,Closed,STATION RD,TAKANINI,AUCKLAND,Sun 1:20 AM
P021746641,1C,Car/Person Acting Suspiciously,Public safety,Closed,DARBY ST,AUCKLAND CENTRAL,AUCKLAND,Sun 1:20 AM
P021747382,1C,Car/Person Acting Suspiciously,Public safety,Closed,-,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 1:20 AM
P021747378,1C,Car/Person Acting Suspiciously,Public safety,Cancelled,MEADOWBANK RD,MEADOWBANK,AUCKLAND,Sun 1:20 AM
P021747346,3530,Disorder,Disorder,Closed,-,STANMORE BAY,AUCKLAND,Sun 1:20 AM
P021747394,3530,Disorder,Disorder,Cancelled,WINSTONE AV,CHARTWELL,HAMILTON,Sun 1:20 AM
P021747358,3530,Disorder,Disorder,Closed,MAIN RD,TOKOROA,SOUTH WAIKATO,Sun 1:20 AM
P021747349,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:20 AM
P021747340,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:20 AM
P021747396,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:20 AM
P021747370,3H,Hotel Visit,Liquor,Closed,TANCRED ST,HAMPSTEAD,ASHBURTON,Sun 1:20 AM
P021747356,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:20 AM
P021747377,5120,Wilful Damage,Property damage,Closed,RATA ST,HELENSVILLE,AUCKLAND,Sun 1:20 AM
P021747152,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 1:20 AM
P021747247,1510,Serious Assaults,Violence,Cancelled,YORK AV,MOUNT MAUNGANUI,TAURANGA,Sun 1:10 AM
P021747276,1640,Minor Assaults,Violence,Closed,MITCHELSON ST,ELLERSLIE,AUCKLAND,Sun 1:10 AM
P021747274,1C,Car/Person Acting Suspiciously,Public safety,Closed,SUMMER ST,PONSONBY,AUCKLAND,Sun 1:10 AM
P021747320,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,MELBA ST,KAITAIA,FAR NORTH,Sun 1:10 AM
P021746831,1H,Drunk Home,Liquor,Closed,KUDU RD,OTARA,AUCKLAND,Sun 1:10 AM
P021747322,3210,Drugs (Cannabis Only),Drugs,Closed,NULL,NEW LYNN,AUCKLAND,Sun 1:10 AM
P021746948,3530,Disorder,Disorder,Closed,NORTHCOTE RD,HILLCREST,AUCKLAND,Sun 1:10 AM
P021747246,3530,Disorder,Disorder,Cancelled,YORK AV,MOUNT MAUNGANUI,TAURANGA,Sun 1:10 AM
P021747231,3530,Disorder,Disorder,Closed,PLEASANT ST,ONEHUNGA,AUCKLAND,Sun 1:10 AM
P021747266,3530,Disorder,Disorder,Closed,FORDYCE RD,HELENSVILLE,AUCKLAND,Sun 1:10 AM
P021747275,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:10 AM
P021747265,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:10 AM
P021747262,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:10 AM
P021747254,3H,Hotel Visit,Liquor,Closed,NONE,,ARCADIA,Sun 1:10 AM
P021747250,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:10 AM
P021747156,3H,Hotel Visit,Liquor,Closed,BURNETT ST,ASHBURTON,ASHBURTON,Sun 1:10 AM
P021747282,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:10 AM
P021747252,4120,Burglary,Burglary,Closed,LE CREN ST,SEAVIEW,TIMARU,Sun 1:10 AM
P021747291,5120,Wilful Damage,Property damage,Closed,BEACH RD,PAHUREHURE,AUCKLAND,Sun 1:10 AM
P021745870,6I,Unauthorised Street And Drag Racing,Disorder,Closed,BLACK BEECH ST,BIRCHVILLE,UPPER HUTT,Sun 1:10 AM
P021747311,1U,Traffic Offending,Road Policing,Closed,TI RAKAU DR,BURSWOOD,AUCKLAND,Sun 1:10 AM
P021747307,5210,Endangering/Interfering,Property damage,Cancelled,-,PAHUREHURE,AUCKLAND,Sun 1:10 AM
P021746664,1D,Domestic Dispute,Family violence,Closed,PURIRI ST,TE AROHA,MATAMATA-PIAKO,Sun 1:06 AM
P021747195,1640,Minor Assaults,Violence,Closed,EDINBURGH ST,PUKEKOHE,AUCKLAND,Sun 1:00 AM
P021747187,1640,Minor Assaults,Violence,Closed,SILVERDALE ST,SILVERDALE,AUCKLAND,Sun 1:00 AM
P021747169,1C,Car/Person Acting Suspiciously,Public safety,Closed,POOLES RD,GREERTON,TAURANGA,Sun 1:00 AM
P021747163,1C,Car/Person Acting Suspiciously,Public safety,Closed,ATKINSON AV,OTAHUHU,AUCKLAND,Sun 1:00 AM
P021747113,1D,Domestic Dispute,Family violence,Closed,CHICHESTER DR,ROSEHILL,AUCKLAND,Sun 1:00 AM
P021747036,1I,Blockage/Breakdown On Highway,Road Policing,Closed,EASTERN HUTT RD,STOKES VALLEY,LOWER HUTT,Sun 1:00 AM
P021746649,1K,Drunk Custody/Detox Centre,Liquor,Closed,LYTTELTON ST,SPREYDON,CHRISTCHURCH,Sun 1:00 AM
P021747146,1K,Drunk Custody/Detox Centre,Liquor,Closed,WALKWAY,TE ARO,WELLINGTON,Sun 1:00 AM
P021745845,1V,Vehicle Collision,Road Policing,Closed,SIMEON QUAY,LYTTELTON,CHRISTCHURCH,Sun 1:00 AM
P021747190,1Z,Other Incident,Tasks,Closed,WINTERS RD,MAIREHAU,CHRISTCHURCH,Sun 1:00 AM
P021747078,3110,Drugs (Not Cannabis),Drugs,Closed,SWANSON ST,AUCKLAND CENTRAL,AUCKLAND,Sun 1:00 AM
P021746561,3530,Disorder,Disorder,Closed,MURIWAI VALLEY RD,MURIWAI,AUCKLAND,Sun 1:00 AM
P021747130,3530,Disorder,Disorder,Closed,MOUNT ALBERT RD,ROYAL OAK,AUCKLAND,Sun 1:00 AM
P021747042,3530,Disorder,Disorder,Closed,JACKSON ST,PETONE,LOWER HUTT,Sun 1:00 AM
P021747194,3530,Disorder,Disorder,Cancelled,PAGE ST,MORRINSVILLE,MATAMATA-PIAKO,Sun 1:00 AM
P021747181,3530,Disorder,Disorder,Closed,PORT MARSDEN HWY,RUAKAKA,WHANGAREI,Sun 1:00 AM
P021747177,3530,Disorder,Disorder,Closed,MONTGOMERY CR,BADER,HAMILTON,Sun 1:00 AM
P021747176,3530,Disorder,Disorder,Cancelled,SALISBURY ST,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 1:00 AM
P021747166,3530,Disorder,Disorder,Closed,SALISBURY ST,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 1:00 AM
P021747151,3530,Disorder,Disorder,Cancelled,-,FRANKTON,HAMILTON,Sun 1:00 AM
P021747148,3530,Disorder,Disorder,Closed,HIGH ST,AUCKLAND CENTRAL,AUCKLAND,Sun 1:00 AM
P021747040,3530,Disorder,Disorder,Cancelled,LYTTELTON AV,PORIRUA   CENTRE,PORIRUA,Sun 1:00 AM
P021747207,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:00 AM
P021747185,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:00 AM
P021747167,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:00 AM
P021747143,3H,Hotel Visit,Liquor,Closed,-,,,Sun 1:00 AM
P021747150,6110,Trespass,Public safety,Closed,YALDHURST RD,RUSSLEY,CHRISTCHURCH,Sun 1:00 AM
P021746776,6I,Unauthorised Street And Drag Racing,Disorder,Closed,-,PYES PA,WESTERN BAY OF PLENTY,Sun 1:00 AM
P021746441,6I,Unauthorised Street And Drag Racing,Disorder,Closed,BIRCH AV,JUDEA,TAURANGA,Sun 1:00 AM
P021747138,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 1:00 AM
P021747164,1U,Traffic Offending,Road Policing,Closed,CARO ST,HAMILTON CENTRAL,HAMILTON,Sun 1:00 AM
P021747060,1U,Traffic Offending,Road Policing,Closed,-,AUCKLAND CENTRAL,AUCKLAND,Sun 1:00 AM
P021747161,PURSUIT,Pursuit Of Vehicle,Vehicle Crime/incident,Closed,MIRO DR,MURUPARA,WHAKATANE,Sun 1:00 AM
P021747134,5210,Endangering/Interfering,Property damage,Cancelled,ST ANDREWS RD,PLIMMERTON,PORIRUA,Sun 1:00 AM
P021746489,1D,Domestic Dispute,Family violence,Closed,DARLINGTON RD,MIRAMAR,WELLINGTON,Sun 12:54 AM
P021747080,1C,Car/Person Acting Suspiciously,Public safety,Closed,GREAT SOUTH RD,MANUREWA,AUCKLAND,Sun 12:50 AM
P021747065,1C,Car/Person Acting Suspiciously,Public safety,Closed,DOMETT ST,KAWERAU,KAWERAU,Sun 12:50 AM
P021747110,1K,Drunk Custody/Detox Centre,Liquor,Closed,SH 1,PLIMMERTON,PORIRUA,Sun 12:50 AM
P021747085,3530,Disorder,Disorder,Closed,DUFFERIN ST,MOUNT COOK,WELLINGTON,Sun 12:50 AM
P021747041,3530,Disorder,Disorder,Cancelled,-,PETONE,LOWER HUTT,Sun 12:50 AM
P021747119,3530,Disorder,Disorder,Closed,MT ALBERT RD,ROYAL OAK,AUCKLAND,Sun 12:50 AM
P021747100,3530,Disorder,Disorder,Cancelled,JACKSON ST,PETONE,LOWER HUTT,Sun 12:50 AM
P021747097,3530,Disorder,Disorder,Closed,MORRICE AV,MORRINSVILLE,MATAMATA-PIAKO,Sun 12:50 AM
P021747086,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:50 AM
P021747075,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:50 AM
P021747062,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:50 AM
P021747061,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:50 AM
P021746946,3H,Hotel Visit,Liquor,Closed,COMMERCIAL RD,HELENSVILLE,AUCKLAND,Sun 12:50 AM
P021747111,3H,Hotel Visit,Liquor,Closed,GERALD ST,LINCOLN,SELWYN,Sun 12:50 AM
P021745911,6I,Unauthorised Street And Drag Racing,Disorder,Closed,PYES PA RD,PYES PA,WESTERN BAY OF PLENTY,Sun 12:50 AM
P021747021,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 12:50 AM
P021747095,1U,Traffic Offending,Road Policing,Closed,HAKANOA ST,HUNTLY,WAIKATO,Sun 12:50 AM
P021746404,1S,Sudden Death,Public safety,Closed,DOWNS RD,EYREWELL FOREST,WAIMAKARIRI,Sun 12:47 AM
P021746309,1D,Domestic Dispute,Family violence,Closed,GREAT NORTH RD,GLENDENE,AUCKLAND,Sun 12:46 AM
P021745889,1D,Domestic Dispute,Family violence,Closed,CASTLETON DR,HOWICK,AUCKLAND,Sun 12:45 AM
P021746977,1D,Domestic Dispute,Family violence,Closed,HAVELOCK RD,NGARUAWAHIA,WAIKATO,Sun 12:40 AM
P021746921,1I,Blockage/Breakdown On Highway,Road Policing,Closed,-,AUCKLAND CENTRAL,AUCKLAND,Sun 12:40 AM
P021746812,1R,Breach Of The Peace,Public safety,Closed,KITCHENER ST,AUCKLAND CENTRAL,AUCKLAND,Sun 12:40 AM
P021747027,1V,Vehicle Collision,Road Policing,Closed,EARLSWORTH RD,MANGERE EAST,AUCKLAND,Sun 12:40 AM
P021746952,1V,Vehicle Collision,Road Policing,Closed,PITT ST,AUCKLAND CENTRAL,AUCKLAND,Sun 12:40 AM
P021746940,1V,Vehicle Collision,Road Policing,Closed,-,MANGERE EAST,AUCKLAND,Sun 12:40 AM
P021747008,1Z,Other Incident,Tasks,Closed,FROM PAPAKURA,,,Sun 12:40 AM
P021747024,3530,Disorder,Disorder,Closed,-,HAMILTON CENTRAL,HAMILTON,Sun 12:40 AM
P021747023,3530,Disorder,Disorder,Cancelled,KUIRAU ST,ROTORUA,ROTORUA,Sun 12:40 AM
P021747007,3530,Disorder,Disorder,Closed,PUKUATUA ST,ROTORUA,ROTORUA,Sun 12:40 AM
P021746953,3530,Disorder,Disorder,Closed,-,MANGERE,AUCKLAND,Sun 12:40 AM
P021746945,3530,Disorder,Disorder,Closed,SANTA BARBARA DR,PAPAMOA BEACH,TAURANGA,Sun 12:40 AM
P021746572,3H,Hotel Visit,Liquor,Closed,NULL,AUCKLAND CENTRAL,AUCKLAND,Sun 12:40 AM
P021747031,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:40 AM
P021747019,3H,Hotel Visit,Liquor,Closed,NULL,TE AWAMUTU,WAIPA,Sun 12:40 AM
P021746978,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:40 AM
P021746961,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:40 AM
P021746934,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:40 AM
P021746929,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:40 AM
P021745806,5120,Wilful Damage,Property damage,Closed,MANURERE ST,HEI HEI,CHRISTCHURCH,Sun 12:40 AM
P021746988,1U,Traffic Offending,Road Policing,Closed,GREAT NORTH RD,NEW LYNN,AUCKLAND,Sun 12:40 AM
P021746968,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 12:40 AM
P021746673,1U,Traffic Offending,Road Policing,Closed,RAWHITI RD,ONE TREE HILL,AUCKLAND,Sun 12:40 AM
P021745984,1D,Domestic Dispute,Family violence,Closed,GLOUCESTER ST,CANNONS CREEK,PORIRUA,Sun 12:39 AM
P021746855,1510,Serious Assaults,Violence,Closed,BOWMAN PL,SOCKBURN,CHRISTCHURCH,Sun 12:30 AM
P021746688,1C,Car/Person Acting Suspiciously,Public safety,Closed,HIGH ST,TAITA,LOWER HUTT,Sun 12:30 AM
P021746429,1C,Car/Person Acting Suspiciously,Public safety,Closed,NORMANDY AV,MELVILLE,HAMILTON,Sun 12:30 AM
P021746911,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,ISLAND BAY RD,BEACH HAVEN,AUCKLAND,Sun 12:30 AM
P021746258,3530,Disorder,Disorder,Closed,WAKEFIELD ST,AUCKLAND CENTRAL,AUCKLAND,Sun 12:30 AM
P021745846,3530,Disorder,Disorder,Closed,YALDHURST RD,SOCKBURN,CHRISTCHURCH,Sun 12:30 AM
P021746833,3530,Disorder,Disorder,Closed,HEDLEY PL,RAUMANGA,WHANGAREI,Sun 12:30 AM
P021746907,3530,Disorder,Disorder,Closed,FORTUNE ST,MAIREHAU,CHRISTCHURCH,Sun 12:30 AM
P021746887,3530,Disorder,Disorder,Closed,EVERTON TCE,WELLINGTON CENTRAL,WELLINGTON,Sun 12:30 AM
P021746881,3530,Disorder,Disorder,Closed,WALKER GR,STOKES VALLEY,LOWER HUTT,Sun 12:30 AM
P021746877,3530,Disorder,Disorder,Cancelled,CORLETT ST,UTUHINA,ROTORUA,Sun 12:30 AM
P021746451,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:30 AM
P021746910,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:30 AM
P021746837,6110,Trespass,Public safety,Closed,BROOKFIELD ST,HAMILTON EAST,HAMILTON,Sun 12:30 AM
P021746711,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 12:30 AM
P021746870,1U,Traffic Offending,Road Policing,Closed,-,RANGIORA,WAIMAKARIRI,Sun 12:30 AM
P021746854,1U,Traffic Offending,Road Policing,Closed,MAIN RD,PLEASANT POINT,TIMARU,Sun 12:30 AM
P021746798,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 12:30 AM
P021746751,1U,Traffic Offending,Road Policing,Closed,-,ADDINGTON,CHRISTCHURCH,Sun 12:30 AM
P021746645,1U,Traffic Offending,Road Policing,Closed,AMBRICO PL,NEW LYNN,AUCKLAND,Sun 12:30 AM
P021746074,1D,Domestic Dispute,Family violence,Closed,BRACKEN RD,PAPARANGI,WELLINGTON,Sun 12:23 AM
P021746058,1D,Domestic Dispute,Family violence,Closed,EVANS ST,STOKES VALLEY,LOWER HUTT,Sun 12:21 AM
P021746647,1I,Blockage/Breakdown On Highway,Road Policing,Closed,-,WAIMATAITAI,TIMARU,Sun 12:20 AM
P021746570,1V,Vehicle Collision,Road Policing,Cancelled,RIPON CR,MEADOWBANK,AUCKLAND,Sun 12:20 AM
P021746106,1V,Vehicle Collision,Road Policing,Closed,PUHINUI RD,PAPATOETOE,AUCKLAND,Sun 12:20 AM
P021746750,3530,Disorder,Disorder,Closed,TAKINGA ST,TURANGI,TAUPO,Sun 12:20 AM
P021746713,3530,Disorder,Disorder,Closed,ELIZABETH ST,VICTORIA,ROTORUA,Sun 12:20 AM
P021746695,3530,Disorder,Disorder,Cancelled,GREAT SOUTH RD,MANUKAU,AUCKLAND,Sun 12:20 AM
P021746492,3530,Disorder,Disorder,Closed,BURROW RD,PUKEKOHE,WAIKATO,Sun 12:20 AM
P021745786,3530,Disorder,Disorder,Closed,PARKVALE RD,KARORI,WELLINGTON,Sun 12:20 AM
P021746797,3530,Disorder,Disorder,Closed,-,,,Sun 12:20 AM
P021746794,3530,Disorder,Disorder,Closed,PICTON ST,HOWICK,AUCKLAND,Sun 12:20 AM
P021746293,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:20 AM
P021746793,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:20 AM
P021746759,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:20 AM
P021746734,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:20 AM
P021746809,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:20 AM
P021746768,6110,Trespass,Public safety,Closed,-,PUKEKOHE,AUCKLAND,Sun 12:20 AM
P021746784,6110,Trespass,Public safety,Closed,KALLU CR,MOUNT ROSKILL,AUCKLAND,Sun 12:20 AM
P021746716,6820,Firearms Offences,Public safety,Closed,-,MASTERTON,MASTERTON,Sun 12:20 AM
P021746730,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 12:20 AM
P021746452,1510,Serious Assaults,Violence,Closed,-,SOCKBURN,CHRISTCHURCH,Sun 12:10 AM
P021746608,1K,Drunk Custody/Detox Centre,Liquor,Closed,AWARUKU RD,TORBAY,AUCKLAND,Sun 12:10 AM
P021746204,1K,Drunk Custody/Detox Centre,Liquor,Closed,HIGH ST,HUTT CENTRAL,LOWER HUTT,Sun 12:10 AM
P021746547,1Z,Other Incident,Tasks,Closed,-,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 12:10 AM
P021746580,2M,Missing Person,Public safety,Closed,-,,,Sun 12:10 AM
P021746646,3530,Disorder,Disorder,Closed,MILTON RD,OTUMOETAI,TAURANGA,Sun 12:10 AM
P021746619,3530,Disorder,Disorder,Closed,KAPITI LIGHTS,PARAPARAUMU,KAPITI,Sun 12:10 AM
P021746612,3530,Disorder,Disorder,Closed,YORK ST,MOERA,LOWER HUTT,Sun 12:10 AM
P021746611,3530,Disorder,Disorder,Closed,YORK ST,MOERA,LOWER HUTT,Sun 12:10 AM
P021746550,3530,Disorder,Disorder,Closed,LINWOOD AV,LINWOOD,CHRISTCHURCH,Sun 12:10 AM
P021746036,3530,Disorder,Disorder,Cancelled,WILSON PL,PAPAKURA,AUCKLAND,Sun 12:10 AM
P021745974,3530,Disorder,Disorder,Closed,VONNELL PL,BIRKDALE,AUCKLAND,Sun 12:10 AM
P021746674,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:10 AM
P021746638,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:10 AM
P021746552,3H,Hotel Visit,Liquor,Closed,-,,,Sun 12:10 AM
P021746593,1U,Traffic Offending,Road Policing,Closed,CHURCH RD,KAITAIA,FAR NORTH,Sun 12:10 AM
P021746542,1U,Traffic Offending,Road Policing,Closed,TIMARU-PAREORA HWY,PAREORA,TIMARU,Sun 12:10 AM
P021745220,1U,Traffic Offending,Road Policing,Closed,TE IRIRANGI DR,HUNTINGTON PARK,AUCKLAND,Sun 12:10 AM
P021746667,1U,Traffic Offending,Road Policing,Closed,PUHINUI ROAD-SH #B,WIRI,AUCKLAND,Sun 12:10 AM
P021745079,1D,Domestic Dispute,Family violence,Closed,CORTA BELLA PL,GOLFLANDS,AUCKLAND,Sun 12:00 AM
