Event_ID,Code,Event_Type,Category,Status,Location,Suburb,City,Published
P021748793,1U,Traffic Offending,Road Policing,Closed,-,OTAIKA,WHANGAREI,Sun 7:10 AM
P021748780,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTH-WESTERN MWY,MANGERE BRIDGE,AUCKLAND,Sun 7:00 AM
P021748777,1U,Traffic Offending,Road Policing,Closed,SYMONDS ST,GRAFTON,AUCKLAND,Sun 7:00 AM
P021748769,FIR2POL,Fire Assistance,Tasks,Cancelled,KAHIKATEA FLAT RD,WAITOKI,AUCKLAND,Sun 7:00 AM
P021748668,1D,Domestic Dispute,Family violence,Closed,SHARLAND AV,MANUREWA,AUCKLAND,Sun 6:51 AM
P021748756,1640,Minor Assaults,Violence,Closed,COURTENAY PL,TE ARO,WELLINGTON,Sun 6:50 AM
P021748750,1V,Vehicle Collision,Road Policing,Closed,KAHIKATEA FLAT RD,WAITOKI,AUCKLAND,Sun 6:50 AM
P021748720,3530,Disorder,Disorder,Closed,-,TE ARO,WELLINGTON,Sun 6:50 AM
P021748744,1C,Car/Person Acting Suspiciously,Public safety,Closed,-,TE ARO,WELLINGTON,Sun 6:40 AM
P021748741,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 6:40 AM
P021748735,4340,Theft Ex Car,Vehicle Crime/incident,Closed,KESWICK ST,WOOLSTON,CHRISTCHURCH,Sun 6:30 AM
P021748716,1C,Car/Person Acting Suspiciously,Public safety,Closed,WILLIAM GAMBLE DR,GREENHITHE,AUCKLAND,Sun 6:20 AM
P021748652,3530,Disorder,Disorder,Cancelled,ULSTER ST,WHITIORA,HAMILTON,Sun 6:20 AM
P021748717,4120,Burglary,Burglary,Closed,WARDEN ST,RICHMOND,CHRISTCHURCH,Sun 6:20 AM
P021748691,1U,Traffic Offending,Road Policing,Closed,-,TOKOROA,SOUTH WAIKATO,Sun 6:20 AM
P021748708,1U,Traffic Offending,Road Policing,Closed,NGAPIPI RD,ORAKEI,AUCKLAND,Sun 6:20 AM
P021748634,1C,Car/Person Acting Suspiciously,Public safety,Closed,WESTCHESTER DR,CHURTON PARK,WELLINGTON,Sun 6:10 AM
P021748688,1C,Car/Person Acting Suspiciously,Public safety,Closed,REEVES ST,WAIKANAE BEACH,KAPITI,Sun 6:10 AM
P021748693,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTHERN MWY,PENROSE,AUCKLAND,Sun 6:10 AM
P021748700,3530,Disorder,Disorder,Closed,YATES RD,MANGERE EAST,AUCKLAND,Sun 6:10 AM
P021748684,3530,Disorder,Disorder,Closed,CRESSY TCE,LYTTELTON,CHRISTCHURCH,Sun 6:10 AM
P021748559,1D,Domestic Dispute,Family violence,Closed,GAYE CR,OTARA,AUCKLAND,Sun 6:00 AM
P021748649,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTHERN MWY,PENROSE,AUCKLAND,Sun 6:00 AM
P021748682,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTHERN MWY,PENROSE,AUCKLAND,Sun 6:00 AM
P021748675,1I,Blockage/Breakdown On Highway,Road Policing,Closed,NORTHERN MWY,SUNNYNOOK,AUCKLAND,Sun 6:00 AM
P021748596,3530,Disorder,Disorder,Closed,BERESFORD SQ,AUCKLAND CENTRAL,AUCKLAND,Sun 6:00 AM
P021748604,4220,Interference With Cars,Vehicle Crime/incident,Closed,-,HILLSBOROUGH,AUCKLAND,Sun 5:50 AM
P021748633,1U,Traffic Offending,Road Policing,Closed,-,AVONDALE,AUCKLAND,Sun 5:50 AM
P021748468,1D,Domestic Dispute,Family violence,Cancelled,RONWOOD AV,MANUKAU,AUCKLAND,Sun 5:30 AM
P021748467,1D,Domestic Dispute,Family violence,Closed,RONWOOD AV,MANUKAU,AUCKLAND,Sun 5:30 AM
P021748486,1C,Car/Person Acting Suspiciously,Public safety,Closed,FOREST HILL RD,HENDERSON,AUCKLAND,Sun 5:30 AM
P021748623,1D,Domestic Dispute,Family violence,Closed,ANGLERS WAY,WATTLE DOWNS,AUCKLAND,Sun 5:30 AM
P021748627,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 5:30 AM
P021747509,1C,Car/Person Acting Suspiciously,Public safety,Closed,SOUTH KENSINGTON WAY,HENDERSON,AUCKLAND,Sun 5:20 AM
P021748603,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,MOFFAT RD,TOKOROA,SOUTH WAIKATO,Sun 5:20 AM
P021748594,3530,Disorder,Disorder,Closed,FENTON ST,ROTORUA,ROTORUA,Sun 5:20 AM
P021748593,3530,Disorder,Disorder,Closed,OLD TAUPO RD,UTUHINA,ROTORUA,Sun 5:20 AM
P021748590,6110,Trespass,Public safety,Closed,VINCENT ST,AUCKLAND CENTRAL,AUCKLAND,Sun 5:20 AM
P021748587,1U,Traffic Offending,Road Policing,Closed,SH 1,PLIMMERTON,PORIRUA,Sun 5:20 AM
P021748436,1D,Domestic Dispute,Family violence,Closed,HAEREHUKA ST,OTOROHANGA,OTOROHANGA,Sun 5:17 AM
P021748568,1C,Car/Person Acting Suspiciously,Public safety,Closed,DIGNAN ST,POINT CHEVALIER,AUCKLAND,Sun 5:10 AM
P021748569,1I,Blockage/Breakdown On Highway,Road Policing,Closed,-,WIRI,AUCKLAND,Sun 5:10 AM
P021748575,3530,Disorder,Disorder,Closed,SHAW AV,NEW BRIGHTON,CHRISTCHURCH,Sun 5:10 AM
P021748449,3530,Disorder,Disorder,Closed,-,GLEN EDEN,AUCKLAND,Sun 5:10 AM
P021748578,5120,Wilful Damage,Property damage,Closed,KENSINGTON AV,PETONE,LOWER HUTT,Sun 5:10 AM
P021748574,5120,Wilful Damage,Property damage,Closed,BAYNE ST,TE KUITI,WAITOMO,Sun 5:10 AM
P021748440,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 5:10 AM
P021748511,1U,Traffic Offending,Road Policing,Closed,-,AUCKLAND CENTRAL,AUCKLAND,Sun 5:00 AM
P021748501,1C,Car/Person Acting Suspiciously,Public safety,Closed,SPA RD,TAUPO,TAUPO,Sun 4:50 AM
P021747935,1K,Drunk Custody/Detox Centre,Liquor,Closed,DARBY ST,AUCKLAND CENTRAL,AUCKLAND,Sun 4:50 AM
P021748485,1I,Blockage/Breakdown On Highway,Road Policing,Closed,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 4:40 AM
P021748471,1K,Drunk Custody/Detox Centre,Liquor,Cancelled,ROSCOMMON RD,CLENDON PARK,AUCKLAND,Sun 4:40 AM
P021748460,3530,Disorder,Disorder,Cancelled,RONWOOD AV,MANUKAU,AUCKLAND,Sun 4:40 AM
P021748464,5120,Wilful Damage,Property damage,Cancelled,ROSCOMMON RD,CLENDON PARK,AUCKLAND,Sun 4:40 AM
P021748315,1D,Domestic Dispute,Family violence,Cancelled,ONERAHI RD,ONERAHI,WHANGAREI,Sun 4:39 AM
P021748273,1D,Domestic Dispute,Family violence,Closed,FREEBAIRN ST,REDWOOD,CHRISTCHURCH,Sun 4:31 AM
P021748386,1K,Drunk Custody/Detox Centre,Liquor,Closed,ASCOT AV,REMUERA,AUCKLAND,Sun 4:30 AM
P021748452,3530,Disorder,Disorder,Closed,QUEEN ST,AUCKLAND CENTRAL,AUCKLAND,Sun 4:30 AM
P021748458,3H,Hotel Visit,Liquor,Closed,-,,,Sun 4:30 AM
P021748461,5120,Wilful Damage,Property damage,Closed,ROSCOMMON RD,CLENDON PARK,AUCKLAND,Sun 4:30 AM
P021748308,1U,Traffic Offending,Road Policing,Closed,MASSEY RD,MANGERE EAST,AUCKLAND,Sun 4:30 AM
P021748347,AMB2POL,Ambulance Assistance,Tasks,Closed,-,AUCKLAND CENTRAL,AUCKLAND,Sun 4:30 AM
P021748226,1D,Domestic Dispute,Family violence,Closed,ASPIRING AV,CLOVER PARK,AUCKLAND,Sun 4:22 AM
P021748413,1C,Car/Person Acting Suspiciously,Public safety,Closed,WALKWAY,TE ARO,WELLINGTON,Sun 4:20 AM
P021748330,1C,Car/Person Acting Suspiciously,Public safety,Closed,MCCRAE WAY,NEW LYNN,AUCKLAND,Sun 4:20 AM
P021748426,3530,Disorder,Disorder,Closed,WAKEFIELD ST,TE ARO,WELLINGTON,Sun 4:20 AM
P021748206,1310,Robbery,Violence,Closed,MOORHOUSE AV,SYDENHAM,CHRISTCHURCH,Sun 4:19 AM
P021748177,1310,Robbery,Violence,Closed,QUEEN ST,AUCKLAND CENTRAL,AUCKLAND,Sun 4:10 AM
P021748400,1K,Drunk Custody/Detox Centre,Liquor,Closed,RIVERSIDE DR,WHAKATANE,WHAKATANE,Sun 4:10 AM
P021747811,3530,Disorder,Disorder,Closed,MACDONALD RD,GLENVIEW,HAMILTON,Sun 4:10 AM
P021748403,4220,Interference With Cars,Vehicle Crime/incident,Closed,OTAIKA RD,WOODHILL,WHANGAREI,Sun 4:10 AM
P021748393,4370,General Theft,Dishonesty,Closed,FORREST HILL RD,FORREST HILL,AUCKLAND,Sun 4:10 AM
P021748389,AMB2POL,Ambulance Assistance,Tasks,Closed,ROPATA AV,POINT ENGLAND,AUCKLAND,Sun 4:10 AM
P021748064,1D,Domestic Dispute,Family violence,Closed,KUPE RD,COOPERS BEACH,FAR NORTH,Sun 4:02 AM
P021748372,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,-,PUKEKOHE,AUCKLAND,Sun 4:00 AM
P021748373,1K,Drunk Custody/Detox Centre,Liquor,Closed,LUDLAM CR,WOBURN,LOWER HUTT,Sun 4:00 AM
P021748354,1K,Drunk Custody/Detox Centre,Liquor,Closed,WARSPITE AV,ASCOT PARK,PORIRUA,Sun 4:00 AM
P021748358,3530,Disorder,Disorder,Closed,-,,,Sun 4:00 AM
P021748367,1U,Traffic Offending,Road Policing,Closed,ULSTER ST,BEERESCOURT,HAMILTON,Sun 4:00 AM
P021748071,1D,Domestic Dispute,Family violence,Closed,ELIOT ST,ENDERLEY,HAMILTON,Sun 3:57 AM
P021747721,1D,Domestic Dispute,Family violence,Closed,DERBY PL,CANNONS CREEK,PORIRUA,Sun 3:57 AM
P021748340,1510,Serious Assaults,Violence,Cancelled,TUI RD,PAPATOETOE,AUCKLAND,Sun 3:50 AM
P021748313,3530,Disorder,Disorder,Closed,TUI RD,PAPATOETOE,AUCKLAND,Sun 3:50 AM
P021748312,3530,Disorder,Disorder,Cancelled,RONWOOD AV,MANUKAU,AUCKLAND,Sun 3:50 AM
P021748342,3530,Disorder,Disorder,Cancelled,SHORTLAND ST,AUCKLAND CENTRAL,AUCKLAND,Sun 3:50 AM
P021748328,3530,Disorder,Disorder,Closed,FORT ST,AUCKLAND CENTRAL,AUCKLAND,Sun 3:50 AM
P021748322,3530,Disorder,Disorder,Closed,-,TIMARU,TIMARU,Sun 3:50 AM
P021748346,1U,Traffic Offending,Road Policing,Closed,CAMBRAI AV,MOUNT ROSKILL,AUCKLAND,Sun 3:50 AM
P021748323,1U,Traffic Offending,Road Policing,Closed,DIVE CR,TAURANGA,TAURANGA,Sun 3:50 AM
P021748058,1D,Domestic Dispute,Family violence,Closed,MANUKA RD,GLENFIELD,AUCKLAND,Sun 3:48 AM
P021748274,1510,Serious Assaults,Violence,Cancelled,LOWER HOBSON ST,AUCKLAND CENTRAL,AUCKLAND,Sun 3:40 AM
P021748268,1C,Car/Person Acting Suspiciously,Public safety,Closed,WAINUIOMATA RD,WAINUIOMATA,LOWER HUTT,Sun 3:40 AM
P021748278,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,WILCOX GR,NAENAE,LOWER HUTT,Sun 3:40 AM
P021748289,1K,Drunk Custody/Detox Centre,Liquor,Cancelled,GREAT SOUTH RD,MANUKAU,AUCKLAND,Sun 3:40 AM
P021748245,1R,Breach Of The Peace,Public safety,Closed,MANUKAU STATION RD,MANUKAU,AUCKLAND,Sun 3:40 AM
P021748046,3530,Disorder,Disorder,Cancelled,-,OTOROHANGA,OTOROHANGA,Sun 3:40 AM
P021748302,3530,Disorder,Disorder,Closed,ARAWA ST,ROTORUA,ROTORUA,Sun 3:40 AM
P021748295,3530,Disorder,Disorder,Closed,COURTENAY PL,MOUNT VICTORIA,WELLINGTON,Sun 3:40 AM
P021748293,3530,Disorder,Disorder,Closed,HARINGTON ST,TAURANGA,TAURANGA,Sun 3:40 AM
P021748286,3530,Disorder,Disorder,Closed,STAFFORD ST,PARKSIDE,TIMARU,Sun 3:40 AM
P021748255,3530,Disorder,Disorder,Closed,LAKE RD,NORTHCOTE,AUCKLAND,Sun 3:40 AM
P021748225,1640,Minor Assaults,Violence,Closed,QUEEN ST,CAMBRIDGE,WAIPA,Sun 3:30 AM
P021748236,1C,Car/Person Acting Suspiciously,Public safety,Closed,NORTHCOTE RD,HILLCREST,AUCKLAND,Sun 3:30 AM
P021748235,1I,Blockage/Breakdown On Highway,Road Policing,Closed,NORTHERN MWY,NORTHCOTE POINT,AUCKLAND,Sun 3:30 AM
P021747283,3530,Disorder,Disorder,Closed,GREAT NORTH RD,GLENDENE,AUCKLAND,Sun 3:30 AM
P021748247,3530,Disorder,Disorder,Cancelled,LOWER HOBSON ST,AUCKLAND CENTRAL,AUCKLAND,Sun 3:30 AM
P021748222,3530,Disorder,Disorder,Closed,LOWER HOBSON ST,AUCKLAND CENTRAL,AUCKLAND,Sun 3:30 AM
P021748219,3530,Disorder,Disorder,Closed,CHURTON CR,TAITA,LOWER HUTT,Sun 3:30 AM
P021748210,3530,Disorder,Disorder,Closed,-,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 3:30 AM
P021748060,1U,Traffic Offending,Road Policing,Closed,BRYCE ST,HAMILTON CENTRAL,HAMILTON,Sun 3:30 AM
P021747511,PURSUIT,Pursuit Of Vehicle,Vehicle Crime/incident,Closed,-,PAPAKURA,AUCKLAND,Sun 3:30 AM
P021747766,1S,Sudden Death,Public safety,Closed,ADDISON ST,BLOCKHOUSE BAY,AUCKLAND,Sun 3:25 AM
P021747872,1D,Domestic Dispute,Family violence,Closed,FAIRCHILD AV,GOODWOOD HEIGHTS,AUCKLAND,Sun 3:24 AM
P021748169,1510,Serious Assaults,Violence,Closed,FITZHERBERT RD,WAINUIOMATA,LOWER HUTT,Sun 3:20 AM
P021748209,1640,Minor Assaults,Violence,Closed,SUNSET RD,MANGAKAKAHI,ROTORUA,Sun 3:20 AM
P021748181,1710,Intimidation/Threats,Violence,Closed,KOTARE ST,HILLTOP,TAUPO,Sun 3:20 AM
P021748155,1C,Car/Person Acting Suspiciously,Public safety,Closed,RIVER RD,KAWERAU,KAWERAU,Sun 3:20 AM
P021747989,1C,Car/Person Acting Suspiciously,Public safety,Closed,FREDERICK ST,TAWA,WELLINGTON,Sun 3:20 AM
P021748204,1K,Drunk Custody/Detox Centre,Liquor,Closed,-,TAURANGA,TAURANGA,Sun 3:20 AM
P021748168,3530,Disorder,Disorder,Closed,HALL ST,PUKEKOHE,AUCKLAND,Sun 3:20 AM
P021748042,3530,Disorder,Disorder,Closed,RANGITAHI ST,OTOROHANGA,OTOROHANGA,Sun 3:20 AM
P021748212,3530,Disorder,Disorder,Closed,THE ESPLANADE,HOUGHTON BAY,WELLINGTON,Sun 3:20 AM
P021748200,3530,Disorder,Disorder,Cancelled,QUEEN ST,CAMBRIDGE,WAIPA,Sun 3:20 AM
P021748194,3530,Disorder,Disorder,Closed,BLAIR ST,TE ARO,WELLINGTON,Sun 3:20 AM
P021748176,3530,Disorder,Disorder,Closed,QUEEN ST,CAMBRIDGE,WAIPA,Sun 3:20 AM
P021748173,3530,Disorder,Disorder,Cancelled,HALL ST,PUKEKOHE,AUCKLAND,Sun 3:20 AM
P021748193,1U,Traffic Offending,Road Policing,Closed,BRISTOL ST,ST ALBANS,CHRISTCHURCH,Sun 3:20 AM
P021748162,1C,Car/Person Acting Suspiciously,Public safety,Closed,WILLCOX GR,NAENAE,LOWER HUTT,Sun 3:10 AM
P021748133,1C,Car/Person Acting Suspiciously,Public safety,Closed,KOTUKU CR,TAKANINI,AUCKLAND,Sun 3:10 AM
P021748130,1C,Car/Person Acting Suspiciously,Public safety,Closed,EBDENTOWN ST,EBDENTOWN,UPPER HUTT,Sun 3:10 AM
P021748004,1C,Car/Person Acting Suspiciously,Public safety,Closed,PARK TCE,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 3:10 AM
P021748150,3530,Disorder,Disorder,Closed,COLOMBO ST,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 3:10 AM
P021748085,3530,Disorder,Disorder,Closed,SUNNYPARK AV,ROSEHILL,AUCKLAND,Sun 3:10 AM
P021747998,3530,Disorder,Disorder,Closed,ROYAL RD,MASSEY,AUCKLAND,Sun 3:10 AM
P021748163,3530,Disorder,Disorder,Closed,TENNESSEE AV,MANGERE EAST,AUCKLAND,Sun 3:10 AM
P021748136,6I,Unauthorised Street And Drag Racing,Disorder,Closed,FRANCIS AV,STANMORE BAY,AUCKLAND,Sun 3:10 AM
P021748154,1U,Traffic Offending,Road Policing,Closed,-,TAURANGA,TAURANGA,Sun 3:10 AM
P021748142,1U,Traffic Offending,Road Policing,Closed,CHAPPIE PL,HORNBY,CHRISTCHURCH,Sun 3:10 AM
P021747800,1D,Domestic Dispute,Family violence,Closed,BERNARD ST,MOUNT WELLINGTON,AUCKLAND,Sun 3:09 AM
P021748090,1C,Car/Person Acting Suspiciously,Public safety,Closed,CATHEDRAL SQ,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 3:00 AM
P021747876,3530,Disorder,Disorder,Closed,-,MANUKAU,AUCKLAND,Sun 3:00 AM
P021748081,3530,Disorder,Disorder,Cancelled,ROYAL RD,MASSEY,AUCKLAND,Sun 3:00 AM
P021748075,3530,Disorder,Disorder,Closed,WAIWERA AV,PARAKAI,AUCKLAND,Sun 3:00 AM
P021748070,3530,Disorder,Disorder,Closed,HALSWELL RD,HALSWELL,CHRISTCHURCH,Sun 3:00 AM
P021748061,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 3:00 AM
P021747120,1D,Domestic Dispute,Family violence,Closed,HIGGINS RD,FRANKTON,HAMILTON,Sun 2:55 AM
P021748023,1C,Car/Person Acting Suspiciously,Public safety,Closed,RIVER RD,KAWERAU,KAWERAU,Sun 2:50 AM
P021748019,1C,Car/Person Acting Suspiciously,Public safety,Closed,MADRAS ST,ST ALBANS,CHRISTCHURCH,Sun 2:50 AM
P021748001,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,-,PAPAKURA,AUCKLAND,Sun 2:50 AM
P021747368,3530,Disorder,Disorder,Closed,PONSONBY RD,GREY LYNN,AUCKLAND,Sun 2:50 AM
P021748022,3530,Disorder,Disorder,Closed,BRACKEN AV,TE AROHA,MATAMATA-PIAKO,Sun 2:50 AM
P021748003,3530,Disorder,Disorder,Closed,VICTORIA ST,HAMILTON CENTRAL,HAMILTON,Sun 2:50 AM
P021748025,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:50 AM
P021747927,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:50 AM
P021747741,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 2:50 AM
P021748006,1U,Traffic Offending,Road Policing,Cancelled,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:50 AM
P021747970,1C,Car/Person Acting Suspiciously,Public safety,Closed,-,HAMILTON EAST,HAMILTON,Sun 2:40 AM
P021747698,1C,Car/Person Acting Suspiciously,Public safety,Closed,WARNER RD,OROPI,WESTERN BAY OF PLENTY,Sun 2:40 AM
P021747962,1I,Blockage/Breakdown On Highway,Road Policing,Cancelled,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747947,1I,Blockage/Breakdown On Highway,Road Policing,Cancelled,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747933,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTHERN MWY,MOUNT WELLINGTON,AUCKLAND,Sun 2:40 AM
P021747959,1K,Drunk Custody/Detox Centre,Liquor,Closed,CAMERON ST,WHANGAREI,WHANGAREI,Sun 2:40 AM
P021747944,1Z,Other Incident,Tasks,Closed,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747954,3530,Disorder,Disorder,Closed,-,TIMARU,TIMARU,Sun 2:40 AM
P021747932,3530,Disorder,Disorder,Closed,FORRESTERS LA,TE ARO,WELLINGTON,Sun 2:40 AM
P021747924,3530,Disorder,Disorder,Closed,ELLIOTT ST,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747975,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:40 AM
P021747952,1U,Traffic Offending,Road Policing,Closed,BANK ST,WHANGAREI,WHANGAREI,Sun 2:40 AM
P021747524,1D,Domestic Dispute,Family violence,Closed,FAIRY SPRINGS RD,FAIRY SPRINGS,ROTORUA,Sun 2:30 AM
P021747874,1640,Minor Assaults,Violence,Closed,TAY ST,MOUNT MAUNGANUI,TAURANGA,Sun 2:30 AM
P021747869,1640,Minor Assaults,Violence,Closed,ARAWA ST,ROTORUA,ROTORUA,Sun 2:30 AM
P021747877,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,-,,,Sun 2:30 AM
P021747890,1K,Drunk Custody/Detox Centre,Liquor,Closed,MAY ST,MOUNT MAUNGANUI,TAURANGA,Sun 2:30 AM
P021747882,3530,Disorder,Disorder,Cancelled,RATA VINE DR,WIRI,AUCKLAND,Sun 2:30 AM
P021747711,3530,Disorder,Disorder,Closed,WHITFORD AV,MOUNT WELLINGTON,AUCKLAND,Sun 2:30 AM
P021747898,3530,Disorder,Disorder,Closed,RATA VINE DR,WIRI,AUCKLAND,Sun 2:30 AM
P021747893,3530,Disorder,Disorder,Closed,VICTORIA ST,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 2:30 AM
P021747908,3H,Hotel Visit,Liquor,Closed,STAFFORD ST,TIMARU,TIMARU,Sun 2:30 AM
P021747915,1U,Traffic Offending,Road Policing,Closed,ALABASTER DR,PAPATOETOE,AUCKLAND,Sun 2:30 AM
P021746846,1U,Traffic Offending,Road Policing,Closed,-,MAIRANGI BAY,AUCKLAND,Sun 2:30 AM
P021747527,1D,Domestic Dispute,Family violence,Cancelled,HENDERSON ST,WHAKATANE,WHAKATANE,Sun 2:29 AM
P021747492,1D,Domestic Dispute,Family violence,Closed,HENDERSON ST,WHAKATANE,WHAKATANE,Sun 2:28 AM
P021747447,1310,Robbery,Violence,Closed,HOBSON ST,AUCKLAND CENTRAL,AUCKLAND,Sun 2:22 AM
P021745449,1V,Vehicle Collision,Road Policing,Closed,VALLEY RD,MOUNT EDEN,AUCKLAND,Sun 2:20 AM
P021746592,1V,Vehicle Collision,Road Policing,Closed,RIPON CR,MEADOWBANK,AUCKLAND,Sun 2:20 AM
P021747845,3530,Disorder,Disorder,Cancelled,TAWA ST,MURUPARA,WHAKATANE,Sun 2:20 AM
P021747837,3530,Disorder,Disorder,Closed,-,MURUPARA,WHAKATANE,Sun 2:20 AM
P021747852,3530,Disorder,Disorder,Closed,BRAEMAR TCE,JOHNSONVILLE,WELLINGTON,Sun 2:20 AM
P021747851,3530,Disorder,Disorder,Closed,HIBISCUS   HWY,RED BEACH,AUCKLAND,Sun 2:20 AM
P021747555,3530,Disorder,Disorder,Closed,MARAMA ST,FRANKTON,HAMILTON,Sun 2:20 AM
P021747835,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:20 AM
P021747812,3H,Hotel Visit,Liquor,Closed,GREAT SOUTH RD,PAPAKURA,AUCKLAND,Sun 2:20 AM
P021747805,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:20 AM
P021747590,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:20 AM
P021747862,3H,Hotel Visit,Liquor,Closed,SOPHIA ST,TIMARU,TIMARU,Sun 2:20 AM
P021747753,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 2:20 AM
P021747400,1J,Juvenile Complaint,Public safety,Closed,RUAHINE ST,HATAITAI,WELLINGTON,Sun 2:14 AM
P021747371,1D,Domestic Dispute,Family violence,Closed,NALANDA CR,BROADMEADOWS,WELLINGTON,Sun 2:13 AM
P021747360,1D,Domestic Dispute,Family violence,Closed,-,MOUNT ROSKILL,AUCKLAND,Sun 2:11 AM
P021747756,1C,Car/Person Acting Suspiciously,Public safety,Closed,ZITA MARIA DR,MASSEY,AUCKLAND,Sun 2:10 AM
P021747792,1D,Domestic Dispute,Family violence,Closed,SUMNERVALE DR,SUMNER,CHRISTCHURCH,Sun 2:10 AM
P021747769,1D,Domestic Dispute,Family violence,Closed,PEVEREL ST,RICCARTON,CHRISTCHURCH,Sun 2:10 AM
P021747776,3530,Disorder,Disorder,Closed,WINTERS RD,MAIREHAU,CHRISTCHURCH,Sun 2:10 AM
P021747762,3530,Disorder,Disorder,Closed,SUNSET RD,MANGAKAKAHI,ROTORUA,Sun 2:10 AM
P021747455,3530,Disorder,Disorder,Closed,PONSONBY RD,GREY LYNN,AUCKLAND,Sun 2:10 AM
P021747503,1U,Traffic Offending,Road Policing,Closed,-,CHARTWELL,HAMILTON,Sun 2:10 AM
P021747685,1510,Serious Assaults,Violence,Closed,ASCOT AV,REMUERA,AUCKLAND,Sun 2:00 AM
P021747717,1C,Car/Person Acting Suspiciously,Public safety,Closed,SUMMERLAND DR,HENDERSON,AUCKLAND,Sun 2:00 AM
P021747669,3530,Disorder,Disorder,Closed,CAMERON ST,PAPAKURA,AUCKLAND,Sun 2:00 AM
P021747713,3530,Disorder,Disorder,Cancelled,KILKERRAN PL,PORIRUA   CENTRE,PORIRUA,Sun 2:00 AM
P021747701,3530,Disorder,Disorder,Closed,WELCOME BAY RD,WELCOME BAY,TAURANGA,Sun 2:00 AM
P021747677,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:00 AM
P021747665,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:00 AM
P021747714,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:00 AM
P021747591,6I,Unauthorised Street And Drag Racing,Disorder,Closed,LUNNS RD,MIDDLETON,CHRISTCHURCH,Sun 2:00 AM